issue_type,issue_component,creator_name,creator_display_name,reporter_name,reporter_display_name,priority,description,labels,created,resolution,updated,status,id,key
Bug,[],slawrence,Steve Lawrence,slawrence,Steve Lawrence,Blocker,"There are a few places where we include Scala code/dependenies with Daffodil:
* daffodil-lib/src/main/scala/org/apache/daffodil/util/UniquenessCache.scalaUniquenessCache.scala in our source
* scala-xml jar in daffodil-cli helper binaries
* scala-parser-combinators jar in daffodil-cli helper binaries

At one point these were all BSD-3 licensed, but it looks like that changed around the scala 2.12.8 time frame. We should make the following changes make sure our licensing information is up to date:

* Update UniquenessCache.scala to use the Apache v2 header from https://github.com/scala/scala/blob/2.13.x/src/library/scala/Symbol.scala (the content does not appear to have changed, but we should comfirm this)
* Remove the Scala references in LICENSE and daffodil-cli/bin.LICENSE--that's no longer necessary since Scala is Apache v2
* Copy the NOTICE content from scala into NOTICE
* Copy the NOTICE content from scala, scala-xml, and scala-parser-combinators into daffodil-cli/bin.NOTICE",[],2020-06-19 12:58:51+00:00,2020-06-29 13:06:15+00:00,2020-07-01 14:05:29+00:00,Closed,13312463,DAFFODIL-2355
Bug,[],slawrence,Steve Lawrence,slawrence,Steve Lawrence,Critical,"The following schema uses newVariableInstance with the goal of parameterizing repeated types. Note that this snippet does not even use the type and count variables, or parameterizes anything, which is the intention. The ultimate goal is to have set the type and count variables based on the type/count elements, and then use those variables in the choice rather than using XPath to access the elements. Things were simplified to create the smallest test case.

{code:xml}
<?xml version=""1.0"" encoding=""UTF-8""?> 

<xs:schema
  xmlns:xs=""http://www.w3.org/2001/XMLSchema""
  xmlns:dfdl=""http://www.ogf.org/dfdl/dfdl-1.0/"">

  <xs:include schemaLocation=""org/apache/daffodil/xsd/DFDLGeneralFormat.dfdl.xsd"" />

  <xs:annotation>
    <xs:appinfo source=""http://www.ogf.org/dfdl/"">
      <dfdl:format ref=""GeneralFormat"" />
      <dfdl:defineVariable name=""type"" type=""xs:int"" />
      <dfdl:defineVariable name=""count"" type=""xs:int"" />
    </xs:appinfo>
  </xs:annotation>

  <xs:element name=""file"">
    <xs:complexType>
      <xs:sequence>
        <xs:element name=""records"" maxOccurs=""unbounded"" dfdl:terminator=""%NL;"">
          <xs:complexType>
            <xs:sequence>
              <xs:element name=""type"" type=""xs:int"" dfdl:lengthKind=""explicit"" dfdl:length=""1"" />
              <xs:element name=""count"" type=""xs:int"" dfdl:lengthKind=""explicit"" dfdl:length=""1"" />
              <xs:sequence>
                <xs:annotation>
                  <xs:appinfo source=""http://www.ogf.org/dfdl/"">
                    <dfdl:newVariableInstance ref=""type"" />
                    <dfdl:newVariableInstance ref=""count"" />
                  </xs:appinfo>
                </xs:annotation>
                <xs:sequence>
                  <xs:choice dfdl:choiceDispatchKey=""{ xs:string(./type) }"">
                    <xs:element name=""int"" type=""xs:int"" dfdl:choiceBranchKey=""1"" maxOccurs=""unbounded""
                      dfdl:occursCountKind=""expression"" dfdl:occursCount=""{ ../count }""
                      dfdl:lengthKind=""explicit"" dfdl:length=""1"" />
                    <xs:element name=""str"" type=""xs:string"" dfdl:choiceBranchKey=""2"" maxOccurs=""unbounded""
                      dfdl:occursCountKind=""expression"" dfdl:occursCount=""{ ../count }""
                      dfdl:lengthKind=""explicit"" dfdl:length=""1"" />
                  </xs:choice>
                </xs:sequence>
              </xs:sequence>
            </xs:sequence>
          </xs:complexType>
        </xs:element>
      </xs:sequence>
    </xs:complexType>
  </xs:element>

{code}

So each line has a type (either 1 for int or 2 for string) and a count, followed by count occurrances of that type.

This should parse data that looks something like this:
{code}
1512345
26abcdef
{code}

However, trying to parse this data leads to a usage exception about the mark state being messed up.

Simply removing the newVariableInstance annotation allows things to work, so somehow that is messing with state in a way that is unexpected.",[],2020-06-10 17:22:33+00:00,2020-08-06 16:19:53+00:00,2020-11-16 15:28:35+00:00,Closed,13310714,DAFFODIL-2354
Bug,[],mbeckerle,Mike Beckerle,mbeckerle,Mike Beckerle,Major," Conversion to base 10 is required for XML, and that means floating point numbers converted from binary to base 10 are going to lose information sometimes vs. their binary IEEE 754 or other representation.

But.... We or a user via UDF could provide a conversion function hexBinaryToDouble, then you could get something like this:

<myValue>
     <ieeeHex>40FE208000000000</ieeeHex>
     <value>1.234e5</value>
</myValue>

The <value> element is there to exhibit the value in a human-understandable way, but the parsing would actually unparse from the raw ieeeHex element which is a hex dump of the actual value bits.

On unparsing, if the base 10 value has been modified, and no longer matches the base-10 equivalent of the raw value, then the binary data could be recomputed from the new base 10 value.

Due to big/little endian issues, we probably want to do this from 64-bit integers, not hexBinary. That way the conversion functions are byte order independent. 

Note about EXI (DAFFODIL-1959) - if we are converting data from binary to EXI representation or back for unparsing, it would be great if no conversion to base 10 text was required. This raises an issue however, of a different DFDL schema being appropriate when using EXI vs. when using XML text (or any other base-10 text representation). ",['beginner'],2020-06-10 17:14:38+00:00,,2020-10-13 21:22:21+00:00,Open,13310711,DAFFODIL-2353
Bug,[],slawrence,Steve Lawrence,slawrence,Steve Lawrence,Critical,"If we have a schema with newVariableInstance that uses a non-constant DFDL expression for the default value, that default value is never set. For example:
{code:xsd}
<xs:sequence>
  <xs:annotation>
    <xs:appinfo source=""http://www.ogf.org/dfdl/"">
      <dfdl:newVariableInstance ref=""foo"" defaultValue=""{ /some/non/constant/thing }"" />
    </xs:appinfo>
  </xs:annotation>
  <xs:element name=""fooValue"" type=""xs:int"" dfdl:inputValueCalc=""{ $foo }"" />            </xs:sequence>
{code}
When the inputValueCalc expressoin is evaluated, we fail with the error
{code}
Runtime Schema Definition Error: Variable Error: Variable map (runtime): variable foo has no value. It was not set, and has no default value.
{code}
According to the spec:
{code}
If a default value is specified this initial value of the instance will be set when the instance is created
{code}
So we are likely just missing the logic to evaluate and set the default when when we create the new VariableInstacne.

This might also affect dfdl:defineVariable as well, which is allowed to also have expressions as the defaultValue, as long as the expression doesn't reference the infoset and only other variables.",[],2020-06-10 16:09:03+00:00,2020-12-09 20:52:23+00:00,2020-12-14 17:46:53+00:00,Closed,13310703,DAFFODIL-2352
Improvement,[],mbeckerle,Mike Beckerle,mbeckerle,Mike Beckerle,Major,"JPEG format has ""Entropy Coded Segments"" or ECS Segments.

These are terminated by the byte-pattern that indicates the start of the following JPEG segment, so we need the ability to isolate these bytes by finding, but not consuming, the start of the next segment. 

Currently the only way to do this is with lengthKind='pattern', and a regex with lookahead. This is problematic due to the way the implementation of regex scanning works (buffers that are gradually enlarged if needed).  The buffers cannot be made big enough and this will simply not work for JPEG's with very large images (JPEG2000 format has the same problem and holds even larger images). 

The ability to define a layer that contains data up to, but not including, a particular marker is needed. In JPEG the marker is a 2-byte sequence.

In addition, for JPEG, these ECS segments are ""byte stuffed"", which is an escaping scheme where if the first byte of the marker is found in the data it is modified by inserting a zero byte after it so that it does not match the marker. This inserted zero needs to be removed from the data on parsing, and re-inserted on unparsing by the layer transform. 

Finally, all the implementation of this feature needs to not require staging a copy of the entire contents of the ECS segment in any array, so long as the ultimate destination of the bytes is as a DFDL BLOB (extension to DFDL v1.0). These layers need to allow streaming the bytes of the ECS segment out to an external BLOB (e.g., a BLOB file) without the need to create any object in the Daffodil process memory that is the size of the whole ECS segment. 

   

 ",[],2020-06-10 13:47:17+00:00,,2020-10-14 12:03:10+00:00,Open,13310667,DAFFODIL-2351
New Feature,[],mbeckerle,Mike Beckerle,mbeckerle,Mike Beckerle,Minor,"DFDL uses only a subset of XSD features. 

That subset doesn't include xs:key and xs:unique constraints.

However, those are very useful for integrity checking once data has be converted from native format into XML.

So Daffodil should simply ignore these xs:key and xs:unique features thereby allowing them to be in the DFDL schema when it is used only as an XML schema for validation purposes. 
",[],2020-06-10 13:22:09+00:00,,2021-03-18 19:12:12+00:00,Open,13310661,DAFFODIL-2350
Bug,[],slawrence,Steve Lawrence,slawrence,Steve Lawrence,Major,"The checkTotalDigits logic works by creating a {{BigInteger}} that is {{10^^totalDigits^}}, and then comparing the infoset unscaledValue to that number.

Unfortunately, we then get the {{intValue}} of that number, which means if {{10^^totalDigits^}} is ever greater than an int value, Daffodil will throw an AritchmeticException. This will happen when totalDigits >= 10.

I think this is also broken if the dataValue is negative. 
",['beginner'],2020-06-09 11:19:39+00:00,2020-06-24 18:21:20+00:00,2020-06-24 18:21:20+00:00,Closed,13310366,DAFFODIL-2349
Bug,[],slawrence,Steve Lawrence,slawrence,Steve Lawrence,Major,"When using the debugger and displaying the infoset (e.g. info infoset), if the current element is a prefixed length element Daffodil will abort with an exception about ""No parent element for element (prefixLength)"". This is because the debugger tries to find the root element:

{code:scala}
infoset = infoset.toRootDoc.getRootElement().asInstanceOf[DIElement]
{code}

But that fails when the element is a prefixed length element. Need special logic somewhere to handle these detached elements.
",[],2020-06-05 17:48:49+00:00,2020-12-16 13:49:13+00:00,2021-01-04 20:43:59+00:00,Closed,13309780,DAFFODIL-2348
Bug,[],slawrence,Steve Lawrence,slawrence,Steve Lawrence,Major,"Running DFDLSchemas/csv tests with the IBM implementation results in 2 test failures with the error:
{code}
Test com.tresys.csv.TestCSV.test_csv_test_2 failed: org.apache.daffodil.tdml.TDMLTestNotCompatibleException: (Implementation: ibm) Test 'csv_test_2' not compatible with implementation.
{code}
When JUnit is on the classpath, the TDML runner should throw an {{org.junit.AssumptionViolatedException}} so that the test is just marked as skipped by Junit (see {{def testNotCompatible}} in {{TDMLRunner.scala}}). But instead it is just throwing a TDMLTestNotCompatiableException.

I have confirmed that when running the tests the Junit jar is on the classpath, but the exception class does not exist in the jnit jar. Instead, there is only {{org.junit.internal.AssumptionViolatedException}}. Perhaps we updated junit and the new version only has the internal exception? Or maybe the non-internal version is only available in newer versions of Junit4 and we need to upgrade?",[],2020-05-26 15:22:38+00:00,2020-05-26 15:30:11+00:00,2020-05-29 16:59:44+00:00,Closed,13307472,DAFFODIL-2347
Bug,[],mbeckerle,Mike Beckerle,mbeckerle,Mike Beckerle,Minor,"It is incredibly painful to take the XML output, pretty print it to make it readable, and find out that this has mangled the significant whitespace inside element values. 

In general, since whitespace within simple values is considered fungible in XML, we have to protect whitespace that is truly part of the DFDL infoset. 

I think CDATA bracketing is preferable to replacing whitespace characters with XML escaping like &amp;#x20; 
",[],2020-05-22 16:36:39+00:00,,2021-03-18 19:10:25+00:00,Open,13306830,DAFFODIL-2346
Bug,[],mbeckerle,Mike Beckerle,mbeckerle,Mike Beckerle,Major,"When scanning for a separator and encountering an out-of-scope separator/terminator, the diagnostic message is really poor.

It says what it found, that it was out-of-scope, but doesn't focus you on where it was within the scope, by giving an element name, or line number in the schema. 

If you have a required element that is missing, so that the parser can't find that element's separator and instead finds the enclosing separator/terminator, the diagnostic message needs to include the required element that it did not find a separator before, or the prior element it did not find the separator after. One of the two. Or at least needs to point you at the sequence the two elements are found in. But since that sequence could be spread over many lines, it really does need to identify in terms of the term decl before and after where the separator was not found.",[],2020-05-22 14:48:59+00:00,,2020-10-14 11:54:21+00:00,Open,13306804,DAFFODIL-2345
Improvement,[],matighet,Michael Atighetchi,matighet,Michael Atighetchi,Major,"I'm getting deprecation errors on HelloWorld example.
|c.setValidateDFDLSchemas(true); // makes sure the DFDL schema is valid|
| |// itself.|

 

[https://github.com/OpenDFDL/examples/blob/master/helloWorld/src/main/java/HelloWorld.java]",[],2020-05-22 12:46:42+00:00,2020-05-22 13:00:53+00:00,2021-05-19 13:23:12+00:00,Closed,13306765,DAFFODIL-2344
Bug,[],mbeckerle,Mike Beckerle,mbeckerle,Mike Beckerle,Major,"I suspect this is related to the sharing of group definitions in the schema compiler.

I have a group that is reused all over a very large schema (link16).

I am working on debugging a J3.2 message. But I am getting a diagnostic that mentions J9.1.

I suspect that it just so happens that this J9.1 schema file use of this group is the first one to be compiled, and so it was selected by the schema compiler to be the ""cannonical"" one for the purposes of sharing the definition.  But then nothing *should* be using that object's schema-file-location, because it's going to be shared. 

 To make this clearer, here's the diagnostic messages. I'm going to break this up and talk about the parts that are right, and where it goes wrong.

{code}
org.apache.daffodil.tdml.TDMLExceptionImpl: (Implementation: daffodil) Parse Error: Choice dispatch branch failed: List(Parse Error: Failed to populate spare[1]. Cause: Parse Error: Insufficient bits in data. Needed 2 bit(s) but found only 0 available.
Schema context: spare Location line 79 column 8 in file:/home/mbeckerle/Documents/dataiti/git/dfdl-schemas/dfdl-link16/target/classes/com/tresys/mil-std-6016-common/xsd/mil-std-6016-common.dfdl.xsd
Data location was preceding byte 63 limit(bytes) 63
{code}
Everything above is perfect. The problem is with an element named 'spare' in a group defined in a file 'mil-std-6016-common.dfdl.xsd'.

Then things go bad:
{code}
Schema context: group[2] Location line 69 column 10 in file:/home/mbeckerle/Documents/dataiti/git/dfdl-schemas/dfdl-link16/target/classes/com/tresys/mil-std-6016f1/xsd/J9_1_engagement_coordination_link16.gen.dfdl.xsd
{code}
At that line 69 of that file, is a group reference to the group defined in mil-std-6016-common.dfdl.xsd.

The problem is, this isn't a relevant source file. My data doesn't contain any J9.1 information. 

If you run the test with tracing turned on, the activity is all about the correct message which is J3.2. And I am certain that the problem is about a usage of this same shared group definition that is happening in the J3.2 message schema files. 

The problem is just that the schema compiler is somehow associating J9.1 information about the file location for this group, as a side-effect of sharing definitions of groups for re-use. 
",[],2020-05-20 23:12:15+00:00,,2020-10-14 11:54:14+00:00,Open,13306334,DAFFODIL-2343
Bug,[],jadams_tresys,Josh Adams,jadams_tresys,Josh Adams,Major,"There is an issue with Link16 schema project that appears to stem from some variables being shared between different schema projects. Changes in made to variables in one schema project are affecting variables in a different project.

There is probably some data sharing happening some where in the code base that instead needs to be a copy.",[],2020-05-14 14:09:29+00:00,2020-06-24 18:21:22+00:00,2020-06-24 18:21:22+00:00,Closed,13304953,DAFFODIL-2342
Bug,[],mbeckerle,Mike Beckerle,mbeckerle,Mike Beckerle,Minor,"The new way of setting up for Eclipse development in daffodil is described on the wiki page 

https://cwiki.apache.org/confluence/display/DAFFODIL/Eclipse+Tricks+and+Notes

This works, but the source jars are not properly linked, nor are javadoc jars. ",[],2020-05-13 22:30:12+00:00,,2021-03-18 19:02:30+00:00,Open,13304777,DAFFODIL-2341
Bug,[],mbeckerle,Mike Beckerle,mbeckerle,Mike Beckerle,Major,"The TDML runner gathers up sax errors onto a loadingExceptions list.

This list is only displayed if the TDML file is deemed invalid, which requires that the sax exception was reported as an error, not just as a warning.

Even if the TDML is deemed valid, warnings should be output.

In test_unqualifiedPathStepPolicy_defaultNamespace_test_01 a warning is being suppressed that should say:
{code}
org.apache.daffodil.xml.DFDLCatalogResolver Info[Unable to resolve file:/home/mbeckerle-unencrypted/daffodil/daffodil-test/target/scala-2.12/test-classes/org/apache/daffodil/section00/general/org/apache/daffodil/xsd/dafext.xsd in Some(file:/home/mbeckerle-unencrypted/daffodil/daffodil-test/target/scala-2.12/test-classes/org/apache/daffodil/section00/general/tunables.xml)]
{code}

Couple things though. First, that exception is because of an xsi:schemaLocation attribute on the daf:dfdlConfig element in the config file tunables.xml. 

That particular error is spurious. It *should* be finding and properly resolving. That's a separate ticket DAFFODIL-2339. 

But, for purposes of this ticket, this exception is on the loadingExceptions list and is suppressed entirely. 

",[],2020-05-12 17:26:36+00:00,2020-05-13 18:24:17+00:00,2020-06-29 16:21:53+00:00,Closed,13304412,DAFFODIL-2340
Bug,[],mbeckerle,Mike Beckerle,mbeckerle,Mike Beckerle,Major,"For CLI test_3507_CLI_Parsing_SimpleParse_SaveParser_extVars

This specifies a config file on the command line via the path

daffodil-test/src/test/resources/org/apache/daffodil/section07/external_variables/daffodil_config_cli_test.xml

This file contains
{code}
<daf:dfdlConfig xmlns:daf=""urn:ogf:dfdl:2013:imp:daffodil.apache.org:2018:ext"">
	<daf:externalVariableBindings xmlns=""http://www.w3.org/2001/XMLSchema""
		xmlns:ex=""http://example.com"">
		<daf:bind name=""ex:var1"">-9</daf:bind>
		<daf:bind name=""ex:var3"">-8</daf:bind>
	</daf:externalVariableBindings>
</daf:dfdlConfig>
{code}

It would be valuable to add xsi:schemaLocation to this so as to specify where the
daf namespace schema is defined like so:
{code}
<daf:dfdlConfig xmlns:daf=""urn:ogf:dfdl:2013:imp:daffodil.apache.org:2018:ext""
    xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""
    xsi:schemaLocation=""urn:ogf:dfdl:2013:imp:daffodil.apache.org:2018:ext org/apache/daffodil/xsd/dafext.xsd"">
	<daf:externalVariableBindings xmlns=""http://www.w3.org/2001/XMLSchema""
		xmlns:ex=""http://example.com"">
		<daf:bind name=""ex:var1"">-9</daf:bind>
		<daf:bind name=""ex:var3"">-8</daf:bind>
	</daf:externalVariableBindings>
</daf:dfdlConfig>
{code}

Unfortunately, that causes a failure:
{code}
/home/mbeckerle/dataiti/git/daffodil/daffodil-cli/target/universal/stage/bin/daffodil -v save-parser -s /home/mbeckerle/dataiti/git/daffodil/daffodil-test/src/test/resources/org/apache/daffodil/section07/external_variables/external_variables.dfdl.xsd -r row -c /home/mbeckerle/dataiti/git/daffodil/daffodil-test/src/test/resources/org/apache/daffodil/section07/external_variables/daffodil_config_cli_test.xml test_3507.xsd.bin

[info] Unable to resolve file:/home/mbeckerle/dataiti/git/daffodil/daffodil-test/src/test/resources/org/apache/daffodil/section07/external_variables/org/apache/daffodil/xsd/dafext.xsd in Some(file:/home/mbeckerle/dataiti/git/daffodil/daffodil-test/src/test/resources/org/apache/daffodil/section07/external_variables/daffodil_config_cli_test.xml)

!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!   An unexpected exception occurred. This is a bug!   !!
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!

 Please report this bug and help us fix it:

  https://daffodil.apache.org/community/#issue-tracker

 Please include the following exception, the command you
 ran, and any input, schema, or tdml files used that led
 to this bug.


org.xml.sax.SAXParseException; systemId: file:/home/mbeckerle/dataiti/git/daffodil/daffodil-test/src/test/resources/org/apache/daffodil/section07/external_variables/daffodil_config_cli_test.xml; lineNumber: 21; columnNumber: 110; schema_reference.4: Failed to read schema document 'file:/home/mbeckerle/dataiti/git/daffodil/daffodil-test/src/test/resources/org/apache/daffodil/section07/external_variables/org/apache/daffodil/xsd/dafext.xsd', because 1) could not find the document; 2) the document could not be read; 3) the root element of the document is not <xsd:schema>.
	at org.apache.xerces.util.ErrorHandlerWrapper.createSAXParseException(Unknown Source)
	at org.apache.xerces.util.ErrorHandlerWrapper.warning(Unknown Source)
	at org.apache.xerces.impl.XMLErrorReporter.reportError(Unknown Source)
	at org.apache.xerces.impl.XMLErrorReporter.reportError(Unknown Source)
	at org.apache.xerces.impl.xs.traversers.XSDHandler.reportSchemaWarning(Unknown Source)
	at org.apache.xerces.impl.xs.traversers.XSDHandler.getSchemaDocument1(Unknown Source)
	at org.apache.xerces.impl.xs.traversers.XSDHandler.getSchemaDocument(Unknown Source)
	at org.apache.xerces.impl.xs.traversers.XSDHandler.parseSchema(Unknown Source)
	at org.apache.xerces.impl.xs.XMLSchemaLoader.loadSchema(Unknown Source)
	at org.apache.xerces.impl.xs.XMLSchemaValidator.findSchemaGrammar(Unknown Source)
	at org.apache.xerces.impl.xs.XMLSchemaValidator.handleStartElement(Unknown Source)
	at org.apache.xerces.impl.xs.XMLSchemaValidator.startElement(Unknown Source)
	at org.apache.xerces.impl.XMLNSDocumentScannerImpl.scanStartElement(Unknown Source)
	at org.apache.xerces.impl.XMLNSDocumentScannerImpl$NSContentDispatcher.scanRootElementHook(Unknown Source)
	at org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$FragmentContentDispatcher.dispatch(Unknown Source)
	at org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.scanDocument(Unknown Source)
	at org.apache.xerces.parsers.XML11Configuration.parse(Unknown Source)
	at org.apache.xerces.parsers.XML11Configuration.parse(Unknown Source)
	at org.apache.xerces.parsers.XMLParser.parse(Unknown Source)
	at org.apache.xerces.parsers.AbstractSAXParser.parse(Unknown Source)
	at org.apache.xerces.jaxp.SAXParserImpl$JAXPSAXParser.parse(Unknown Source)
	at org.apache.daffodil.xml.DFDLXercesAdapter.loadXML(DaffodilXMLLoader.scala:400)
	at scala.xml.factory.XMLLoader.load(XMLLoader.scala:56)
	at scala.xml.factory.XMLLoader.load$(XMLLoader.scala:56)
	at scala.xml.parsing.FactoryAdapter.load(FactoryAdapter.scala:38)
	at org.apache.daffodil.xml.DaffodilXMLLoader.load(DaffodilXMLLoader.scala:562)
	at org.apache.daffodil.configuration.ConfigurationLoader$.getConfiguration(ConfigurationLoader.scala:43)
	at org.apache.daffodil.configuration.ConfigurationLoader$.getConfiguration(ConfigurationLoader.scala:50)
	at org.apache.daffodil.Main$.loadConfigurationFile(Main.scala:589)
	at org.apache.daffodil.Main$.run(Main.scala:1181)
	at org.apache.daffodil.Main$.main(Main.scala:1379)
{code}
Simple things like adding an sbt dependency from daffodil-cli back to daffodil-lib, whether always or ""it->test""  dependent, don't fix this.

The CLI is using DaffodilXMLLoader to load this config file, so the resolver should be doing the right thing by finding this dafext.xsd on the class path inside of daffodil-lib's jar.
 
It seems to be erroring out because it is failing upon constructing and not finding the relative path, that is the path creating by concatenating this file's URL with the org/apache/daffodil/xsd/dafext.xsd. That should not be found, but it should then not fail, but go search the class path for the org/apache/daffodil/xsd/dafext.xsd.

",['beginner'],2020-05-12 16:11:56+00:00,,2021-02-18 21:30:15+00:00,Open,13304400,DAFFODIL-2339
Bug,[],slawrence,Steve Lawrence,slawrence,Steve Lawrence,Major,"We use the isValidRange function in NodeInfo primititives to determine what values are not in the correct range of the type, and error accodingly. This logic is spread out in mutiple places that need to do range checking. And in some places (such as NodeInfo fromXMLString) we don't even do range checking.

Instead of having this logic spread out, we should consolidate ranging checking logic in a single place, presumably in NodeInfo fromXMLString and fromNumber. These functions should only ever return a valid primitive in a valid range, or they should throw an exception if they aren't valid and why. We then modify all uses of these function to catch this exception and handle appropriately.",[],2020-05-08 12:16:57+00:00,2020-06-24 18:21:19+00:00,2020-06-24 18:21:19+00:00,Closed,13303625,DAFFODIL-2338
Bug,[],mbeckerle,Mike Beckerle,mbeckerle,Mike Beckerle,Major,"This page could use an update.

There are now errata through 5.63. Many of these we already implement. ",[],2020-05-04 14:10:01+00:00,2020-10-22 14:26:28+00:00,2020-11-20 17:20:09+00:00,Closed,13302647,DAFFODIL-2337
New Feature,[],slawrence,Steve Lawrence,slawrence,Steve Lawrence,Minor,"Currently the blob feature generates a temp file with a random name and an optional API-provided prefix/suffix that is common among all blobs generated during a parse. However, in some cases, it might be useful for the schema author to have some control over the name of this file.

As an eample, a tar file is essentialy a container format that includes a file name and a blob. It might be useful for the blobs to be written to a file with the same name as defined by the tar. Thus, we could do something like this:

{code:xml}
<xs:element name=""file"" type=""xs:anyURI"" dfdlx:objectKind=""bytes"" dfdlx:objectIdentifier=""{ ../filename }"" />
{code:xml}

This dfdlx:objectIdentifier would be evaluated and used when creating the blob file.

One could also image this useful if a container format contained mime information about a blob. One could then query this mime information and apply the appropriate extension for the blob. This way handlers of these blobs do not necessarily need to query the infoset and know where to look to determine basic information about the blob, but could instead use this identifer information.",[],2020-05-01 17:52:38+00:00,,2021-02-18 21:29:05+00:00,Open,13302334,DAFFODIL-2336
Improvement,[],slawrence,Steve Lawrence,slawrence,Steve Lawrence,Minor,Currently the Daffodil CLI always exits with an exit code of 1 if there is any kind of error. But this isn't very helpful in determining what actually went wrong. We should document and return different exit codes depending on the failure type. ,['beginner'],2020-05-01 12:37:52+00:00,,2021-06-10 20:08:15+00:00,Open,13302303,DAFFODIL-2335
Bug,[],jadams_tresys,Josh Adams,jadams_tresys,Josh Adams,Major,"Changes made to the Variabe API in commit dd499070049b91fb8d859ac8d44fd0be088c985c broke several of the schemas that are not in our buildbot test suite, but are in the nightly performance tests:
HL7:
org.apache.daffodil.exceptions.Abort: Invariant broken: this.state.!=(VariableUndefined)
 
Nacha:
org.apache.daffodil.exceptions.Abort: Invariant broken: this.state.!=(VariableUndefined)
 
Nato-stanag:
[error] Runtime Schema Definition Error: Variable Error: Variable map (runtime): variable ms:word-padding-bits has no value.
 
PCAP:
org.apache.daffodil.exceptions.Abort: Invariant broken: this.state.!=(VariableUndefined)
 
VMF:
org.apache.daffodil.exceptions.Abort: Usage error: InputSourceDataInputStream.this.markStack.isEmpty.unary_!
 
The attached file included the full exception/error messages for each.
 
<< NightlyFailure_Commit-dd499070.txt >>
I rolled commit back to commit 120f2e618f63a2aca3574eb33fa7a2cd4a7c77f6 and these tests passed.",[],2020-04-30 17:36:08+00:00,2020-06-24 18:21:26+00:00,2020-06-24 18:21:27+00:00,Closed,13302165,DAFFODIL-2334
New Feature,[],mbeckerle,Mike Beckerle,mbeckerle,Mike Beckerle,Major,"A user (depth.painter 'at' mail.com) requested line folding that removes a variant of line-folding similar to already supported, but also strips out a comment syntax. 

bq. ....Line folding and line comments.
bq. 
bq. For line folding the layer transforms specifically the lineFolded_* family looks promising however the two that are implemented don't match my file specification because crlf%x20; and lf%x20; can both be used to fold lines.
bq. 
bq. As for line comments I currently have some Comment elements peppered throughout my schema however I'm sure I missed some. And that strategy isn't even up to spec because comments are supposed to be ignored during parsing.


",[],2020-04-29 17:28:34+00:00,,2020-10-14 11:53:48+00:00,Open,13301871,DAFFODIL-2333
